weather_description,temperature,atmospheric_pressure,humidity,wind_speed,cloudiness,current_luminosity,sunrise,sunset,creation_date,datetime
algumas nuvens,17,1013,93,3,40,DARK,2018-08-28 05:55:49,2018-08-28 19:13:14,2018-08-28 05:43:52,2018-08-28 05
algumas nuvens,16,1012,100,1,20,DARK,2018-08-28 05:55:46,2018-08-28 19:13:18,2018-08-28 04:43:52,2018-08-28 04
algumas nuvens,17,1012,93,2,20,DARK,2018-08-28 05:55:44,2018-08-28 19:13:22,2018-08-28 03:43:52,2018-08-28 03
algumas nuvens,16,1011,100,0,20,DARK,2018-08-28 05:55:41,2018-08-28 19:13:26,2018-08-28 02:43:52,2018-08-28 02
algumas nuvens,18,1011,93,2,20,DARK,2018-08-28 05:55:38,2018-08-28 19:13:30,2018-08-28 01:43:52,2018-08-28 01
trovoada,19,1012,93,3,40,DARK,2018-08-28 05:55:36,2018-08-28 19:13:34,2018-08-28 00:43:52,2018-08-28 00
trovoada,17,1012,93,2,40,DARK,2018-08-27 05:55:33,2018-08-27 19:13:38,2018-08-27 23:43:52,2018-08-27 23
trovoada,17,1013,93,1,40,DARK,2018-08-27 05:55:31,2018-08-27 19:13:42,2018-08-27 22:43:52,2018-08-27 22
chuva moderada,18,1012,88,2,20,DARK,2018-08-27 05:55:28,2018-08-27 19:13:46,2018-08-27 21:43:52,2018-08-27 21
chuva moderada,22,1011,78,2,20,DARK,2018-08-27 05:55:26,2018-08-27 19:13:50,2018-08-27 20:43:52,2018-08-27 20
chuva moderada,21,1011,77,2,20,DARK,2018-08-27 05:55:23,2018-08-27 19:13:54,2018-08-27 19:43:52,2018-08-27 19
algumas nuvens,23,1011,64,4,20,LIGHT,2018-08-27 05:55:21,2018-08-27 19:13:58,2018-08-27 18:43:52,2018-08-27 18
algumas nuvens,25,1010,57,4,20,LIGHT,2018-08-27 05:55:18,2018-08-27 19:14:02,2018-08-27 17:43:52,2018-08-27 17
algumas nuvens,30,1011,48,3,20,LIGHT,2018-08-27 05:55:16,2018-08-27 19:14:06,2018-08-27 16:43:52,2018-08-27 16
algumas nuvens,25,1012,61,3,20,LIGHT,2018-08-27 05:55:13,2018-08-27 19:14:10,2018-08-27 15:43:53,2018-08-27 15
algumas nuvens,24,1013,64,3,20,LIGHT,2018-08-27 05:55:10,2018-08-27 19:14:14,2018-08-27 14:43:52,2018-08-27 14
céu claro,25,1013,61,3,0,LIGHT,2018-08-27 05:55:08,2018-08-27 19:14:18,2018-08-27 13:43:52,2018-08-27 13
céu claro,23,1013,64,2,0,LIGHT,2018-08-27 05:55:05,2018-08-27 19:14:22,2018-08-27 12:43:52,2018-08-27 12
céu claro,23,1013,69,2,0,LIGHT,2018-08-27 05:55:03,2018-08-27 19:14:26,2018-08-27 11:43:52,2018-08-27 11
céu claro,23,1014,69,2,0,LIGHT,2018-08-27 05:55:00,2018-08-27 19:14:30,2018-08-27 10:43:56,2018-08-27 10
céu claro,22,1013,68,1,0,LIGHT,2018-08-27 05:54:58,2018-08-27 19:14:34,2018-08-27 09:43:52,2018-08-27 09
céu claro,19,1013,88,1,0,LIGHT,2018-08-27 05:54:55,2018-08-27 19:14:38,2018-08-27 08:43:53,2018-08-27 08
céu claro,15,1013,93,1,0,LIGHT,2018-08-27 05:54:53,2018-08-27 19:14:42,2018-08-27 07:43:52,2018-08-27 07
céu claro,14,1013,93,1,0,LIGHT,2018-08-27 05:54:50,2018-08-27 19:14:46,2018-08-27 06:43:52,2018-08-27 06
céu claro,14,1012,100,0,0,DARK,2018-08-27 05:54:48,2018-08-27 19:14:50,2018-08-27 05:43:52,2018-08-27 05
céu claro,14,1013,100,2,0,DARK,2018-08-27 05:54:45,2018-08-27 19:14:54,2018-08-27 04:43:52,2018-08-27 04
céu claro,14,1013,100,0,0,DARK,2018-08-27 05:54:42,2018-08-27 19:14:58,2018-08-27 03:43:52,2018-08-27 03
céu claro,15,1013,93,0,0,DARK,2018-08-27 05:54:40,2018-08-27 19:15:02,2018-08-27 02:43:52,2018-08-27 02
céu claro,15,1014,93,0,0,DARK,2018-08-27 05:54:37,2018-08-27 19:15:06,2018-08-27 01:43:52,2018-08-27 01
céu claro,14,1014,100,0,0,DARK,2018-08-27 05:54:35,2018-08-27 19:15:10,2018-08-27 00:43:52,2018-08-27 00
céu claro,16,1014,93,3,0,DARK,2018-08-26 05:54:30,2018-08-26 19:15:18,2018-08-26 22:43:52,2018-08-26 22
céu claro,17,1014,93,2,0,DARK,2018-08-26 05:54:27,2018-08-26 19:15:22,2018-08-26 21:43:52,2018-08-26 21
céu claro,18,1014,82,2,0,DARK,2018-08-26 05:54:25,2018-08-26 19:15:26,2018-08-26 20:43:52,2018-08-26 20
céu claro,19,1014,82,2,0,DARK,2018-08-26 05:54:22,2018-08-26 19:15:30,2018-08-26 19:43:52,2018-08-26 19
céu claro,21,1014,68,3,0,LIGHT,2018-08-26 05:54:20,2018-08-26 19:15:34,2018-08-26 18:43:52,2018-08-26 18
céu claro,22,1014,64,6,0,LIGHT,2018-08-26 05:54:17,2018-08-26 19:15:38,2018-08-26 17:43:52,2018-08-26 17
céu claro,22,1014,60,5,0,LIGHT,2018-08-26 05:54:14,2018-08-26 19:15:42,2018-08-26 16:43:52,2018-08-26 16
céu claro,23,1015,53,4,0,LIGHT,2018-08-26 05:54:12,2018-08-26 19:15:46,2018-08-26 15:43:53,2018-08-26 15
céu claro,23,1015,60,4,0,LIGHT,2018-08-26 05:54:09,2018-08-26 19:15:50,2018-08-26 14:43:52,2018-08-26 14
céu claro,24,1015,53,3,0,LIGHT,2018-08-26 05:54:07,2018-08-26 19:15:54,2018-08-26 13:43:52,2018-08-26 13
céu claro,24,1015,53,3,0,LIGHT,2018-08-26 05:54:04,2018-08-26 19:15:58,2018-08-26 12:43:52,2018-08-26 12
céu claro,23,1015,60,2,0,LIGHT,2018-08-26 05:54:02,2018-08-26 19:16:02,2018-08-26 11:43:52,2018-08-26 11
céu claro,22,1016,68,2,0,LIGHT,2018-08-26 05:53:59,2018-08-26 19:16:06,2018-08-26 10:43:52,2018-08-26 10
céu claro,20,1015,72,1,0,LIGHT,2018-08-26 05:53:57,2018-08-26 19:16:10,2018-08-26 09:43:52,2018-08-26 09
céu claro,18,1015,82,1,0,LIGHT,2018-08-26 05:53:54,2018-08-26 19:16:14,2018-08-26 08:43:52,2018-08-26 08
céu claro,15,1015,93,1,0,LIGHT,2018-08-26 05:53:51,2018-08-26 19:16:18,2018-08-26 07:43:52,2018-08-26 07
céu claro,13,1015,93,0,0,LIGHT,2018-08-26 05:53:49,2018-08-26 19:16:22,2018-08-26 06:43:52,2018-08-26 06
céu claro,13,1014,100,0,0,DARK,2018-08-26 05:53:46,2018-08-26 19:16:26,2018-08-26 05:43:52,2018-08-26 05
céu claro,14,1014,93,0,0,DARK,2018-08-26 05:53:44,2018-08-26 19:16:30,2018-08-26 04:43:52,2018-08-26 04
céu claro,14,1014,87,0,0,DARK,2018-08-26 05:53:41,2018-08-26 19:16:34,2018-08-26 03:43:52,2018-08-26 03
céu claro,15,1014,87,0,0,DARK,2018-08-26 05:53:39,2018-08-26 19:16:38,2018-08-26 02:43:52,2018-08-26 02
céu claro,16,1015,87,1,0,DARK,2018-08-26 05:53:36,2018-08-26 19:16:42,2018-08-26 01:43:52,2018-08-26 01
céu claro,16,1015,87,1,0,DARK,2018-08-26 05:53:34,2018-08-26 19:16:46,2018-08-26 00:43:52,2018-08-26 00
céu claro,17,1015,82,3,0,DARK,2018-08-25 05:53:31,2018-08-25 19:16:50,2018-08-25 23:43:52,2018-08-25 23
céu claro,16,1015,87,1,0,DARK,2018-08-25 05:53:29,2018-08-25 19:16:54,2018-08-25 22:43:52,2018-08-25 22
céu claro,18,1015,77,3,0,DARK,2018-08-25 05:53:26,2018-08-25 19:16:58,2018-08-25 21:43:52,2018-08-25 21
céu claro,18,1015,77,3,0,DARK,2018-08-25 05:53:23,2018-08-25 19:17:02,2018-08-25 20:43:52,2018-08-25 20
céu claro,20,1014,68,4,0,DARK,2018-08-25 05:53:21,2018-08-25 19:17:06,2018-08-25 19:43:52,2018-08-25 19
céu claro,21,1014,64,5,0,LIGHT,2018-08-25 05:53:18,2018-08-25 19:17:10,2018-08-25 18:43:52,2018-08-25 18
céu claro,22,1015,60,7,0,LIGHT,2018-08-25 05:53:16,2018-08-25 19:17:14,2018-08-25 17:43:52,2018-08-25 17
céu claro,23,1015,56,3,0,LIGHT,2018-08-25 05:53:13,2018-08-25 19:17:18,2018-08-25 16:43:52,2018-08-25 16
céu claro,24,1015,53,4,0,LIGHT,2018-08-25 05:53:11,2018-08-25 19:17:22,2018-08-25 15:43:53,2018-08-25 15
céu claro,24,1016,53,5,0,LIGHT,2018-08-25 05:53:08,2018-08-25 19:17:26,2018-08-25 14:43:52,2018-08-25 14
céu claro,23,1017,56,5,0,LIGHT,2018-08-25 05:53:06,2018-08-25 19:17:29,2018-08-25 13:43:52,2018-08-25 13
céu claro,22,1017,60,4,0,LIGHT,2018-08-25 05:53:03,2018-08-25 19:17:33,2018-08-25 12:43:52,2018-08-25 12
céu claro,23,1017,60,2,0,LIGHT,2018-08-25 05:53:00,2018-08-25 19:17:37,2018-08-25 11:43:52,2018-08-25 11
céu claro,20,1018,68,3,0,LIGHT,2018-08-25 05:52:58,2018-08-25 19:17:41,2018-08-25 10:43:52,2018-08-25 10
céu claro,20,1018,68,3,0,LIGHT,2018-08-25 05:52:55,2018-08-25 19:17:45,2018-08-25 09:43:52,2018-08-25 09
céu claro,17,1018,82,2,0,LIGHT,2018-08-25 05:52:53,2018-08-25 19:17:49,2018-08-25 08:43:52,2018-08-25 08
céu claro,14,1018,93,2,0,LIGHT,2018-08-25 05:52:50,2018-08-25 19:17:53,2018-08-25 07:43:52,2018-08-25 07
céu claro,11,1017,100,1,0,LIGHT,2018-08-25 05:52:48,2018-08-25 19:17:57,2018-08-25 06:43:55,2018-08-25 06
céu claro,12,1017,100,1,0,DARK,2018-08-25 05:52:45,2018-08-25 19:18:01,2018-08-25 05:43:52,2018-08-25 05
céu claro,12,1017,100,1,0,DARK,2018-08-25 05:52:43,2018-08-25 19:18:05,2018-08-25 04:43:52,2018-08-25 04
céu claro,12,1017,100,0,0,DARK,2018-08-25 05:52:40,2018-08-25 19:18:09,2018-08-25 03:43:52,2018-08-25 03
céu claro,13,1017,100,1,0,DARK,2018-08-25 05:52:38,2018-08-25 19:18:13,2018-08-25 02:43:52,2018-08-25 02
céu claro,14,1018,100,0,0,DARK,2018-08-25 05:52:35,2018-08-25 19:18:17,2018-08-25 01:43:52,2018-08-25 01
céu claro,15,1018,93,0,0,DARK,2018-08-25 05:52:32,2018-08-25 19:18:21,2018-08-25 00:43:56,2018-08-25 00
céu claro,15,1018,93,0,0,DARK,2018-08-24 05:52:30,2018-08-24 19:18:25,2018-08-24 23:43:52,2018-08-24 23
céu claro,16,1018,93,1,0,DARK,2018-08-24 05:52:27,2018-08-24 19:18:29,2018-08-24 22:43:52,2018-08-24 22
céu claro,17,1018,88,2,0,DARK,2018-08-24 05:52:25,2018-08-24 19:18:33,2018-08-24 21:43:52,2018-08-24 21
céu claro,17,1018,88,2,0,DARK,2018-08-24 05:52:22,2018-08-24 19:18:37,2018-08-24 20:43:52,2018-08-24 20
céu claro,19,1017,82,2,0,DARK,2018-08-24 05:52:20,2018-08-24 19:18:40,2018-08-24 19:43:53,2018-08-24 19
céu claro,21,1017,73,2,0,LIGHT,2018-08-24 05:52:17,2018-08-24 19:18:44,2018-08-24 18:43:52,2018-08-24 18
céu claro,24,1018,60,4,0,LIGHT,2018-08-24 05:52:15,2018-08-24 19:18:48,2018-08-24 17:43:52,2018-08-24 17
céu claro,25,1018,61,3,0,LIGHT,2018-08-24 05:52:12,2018-08-24 19:18:52,2018-08-24 16:43:52,2018-08-24 16
céu claro,25,1018,61,3,0,LIGHT,2018-08-24 05:52:09,2018-08-24 19:18:56,2018-08-24 15:43:52,2018-08-24 15
céu claro,24,1018,64,3,0,LIGHT,2018-08-24 05:52:07,2018-08-24 19:19:00,2018-08-24 14:43:52,2018-08-24 14
céu claro,24,1019,64,3,0,LIGHT,2018-08-24 05:52:04,2018-08-24 19:19:04,2018-08-24 13:43:52,2018-08-24 13
céu claro,23,1019,69,3,0,LIGHT,2018-08-24 05:52:02,2018-08-24 19:19:08,2018-08-24 12:43:52,2018-08-24 12
céu claro,22,1020,73,3,0,LIGHT,2018-08-24 05:51:59,2018-08-24 19:19:12,2018-08-24 11:43:53,2018-08-24 11
algumas nuvens,21,1020,83,1,20,LIGHT,2018-08-24 05:51:57,2018-08-24 19:19:16,2018-08-24 10:43:52,2018-08-24 10
céu claro,20,1020,100,1,0,LIGHT,2018-08-24 05:51:54,2018-08-24 19:19:20,2018-08-24 09:43:52,2018-08-24 09
névoa,14,1020,100,1,75,LIGHT,2018-08-24 05:51:52,2018-08-24 19:19:24,2018-08-24 08:43:53,2018-08-24 08
névoa,14,1019,100,1,75,LIGHT,2018-08-24 05:51:49,2018-08-24 19:19:27,2018-08-24 07:43:52,2018-08-24 07
névoa,14,1019,100,0,75,LIGHT,2018-08-24 05:51:46,2018-08-24 19:19:31,2018-08-24 06:43:52,2018-08-24 06
névoa,14,1019,100,1,75,DARK,2018-08-24 05:51:44,2018-08-24 19:19:35,2018-08-24 05:43:52,2018-08-24 05
névoa,15,1019,100,2,75,DARK,2018-08-24 05:51:41,2018-08-24 19:19:39,2018-08-24 04:43:52,2018-08-24 04
névoa,15,1019,100,2,75,DARK,2018-08-24 05:51:39,2018-08-24 19:19:43,2018-08-24 03:43:52,2018-08-24 03
névoa,15,1019,100,1,75,DARK,2018-08-24 05:51:36,2018-08-24 19:19:47,2018-08-24 02:43:52,2018-08-24 02
névoa,16,1019,100,0,75,DARK,2018-08-24 05:51:34,2018-08-24 19:19:51,2018-08-24 01:43:52,2018-08-24 01
névoa,16,1019,100,0,75,DARK,2018-08-24 05:51:31,2018-08-24 19:19:55,2018-08-24 00:43:52,2018-08-24 00
névoa,16,1019,100,0,75,DARK,2018-08-23 05:51:29,2018-08-23 19:19:59,2018-08-23 23:43:55,2018-08-23 23
névoa,16,1019,100,1,75,DARK,2018-08-23 05:51:26,2018-08-23 19:20:03,2018-08-23 22:43:52,2018-08-23 22
névoa,16,1019,100,2,75,DARK,2018-08-23 05:51:24,2018-08-23 19:20:07,2018-08-23 21:43:52,2018-08-23 21
névoa,16,1019,100,1,75,DARK,2018-08-23 05:51:18,2018-08-23 19:20:14,2018-08-23 19:43:52,2018-08-23 19
névoa,16,1018,100,2,75,LIGHT,2018-08-23 05:51:16,2018-08-23 19:20:18,2018-08-23 18:43:52,2018-08-23 18
névoa,17,1018,93,2,75,LIGHT,2018-08-23 05:51:13,2018-08-23 19:20:22,2018-08-23 17:43:52,2018-08-23 17
névoa,17,1019,93,2,75,LIGHT,2018-08-23 05:51:11,2018-08-23 19:20:26,2018-08-23 16:43:52,2018-08-23 16
algumas nuvens,18,1019,88,2,75,LIGHT,2018-08-23 05:51:08,2018-08-23 19:20:30,2018-08-23 15:43:53,2018-08-23 15
algumas nuvens,18,1019,88,3,75,LIGHT,2018-08-23 05:51:06,2018-08-23 19:20:34,2018-08-23 14:43:52,2018-08-23 14
algumas nuvens,19,1019,82,3,20,LIGHT,2018-08-23 05:51:03,2018-08-23 19:20:38,2018-08-23 13:43:52,2018-08-23 13
algumas nuvens,20,1019,82,3,20,LIGHT,2018-08-23 05:51:01,2018-08-23 19:20:42,2018-08-23 12:43:53,2018-08-23 12
algumas nuvens,19,1019,82,3,20,LIGHT,2018-08-23 05:50:58,2018-08-23 19:20:45,2018-08-23 11:43:52,2018-08-23 11
névoa,18,1019,88,1,75,LIGHT,2018-08-23 05:50:55,2018-08-23 19:20:49,2018-08-23 10:43:52,2018-08-23 10
névoa,16,1019,93,1,75,LIGHT,2018-08-23 05:50:53,2018-08-23 19:20:53,2018-08-23 09:43:52,2018-08-23 09
névoa,16,1019,100,0,75,LIGHT,2018-08-23 05:50:50,2018-08-23 19:20:57,2018-08-23 08:43:52,2018-08-23 08
névoa,16,1018,100,1,90,LIGHT,2018-08-23 05:50:48,2018-08-23 19:21:01,2018-08-23 07:43:56,2018-08-23 07
névoa,16,1018,100,0,90,LIGHT,2018-08-23 05:50:45,2018-08-23 19:21:05,2018-08-23 06:43:52,2018-08-23 06
névoa,16,1017,100,1,90,DARK,2018-08-23 05:50:43,2018-08-23 19:21:09,2018-08-23 05:43:52,2018-08-23 05
névoa,16,1017,100,0,90,DARK,2018-08-23 05:50:40,2018-08-23 19:21:13,2018-08-23 04:43:52,2018-08-23 04
névoa,16,1017,100,1,90,DARK,2018-08-23 05:50:38,2018-08-23 19:21:17,2018-08-23 03:43:56,2018-08-23 03
névoa,16,1017,100,0,90,DARK,2018-08-23 05:50:35,2018-08-23 19:21:20,2018-08-23 02:43:52,2018-08-23 02
névoa,16,1018,100,0,90,DARK,2018-08-23 05:50:32,2018-08-23 19:21:24,2018-08-23 01:43:52,2018-08-23 01
névoa,16,1018,100,0,75,DARK,2018-08-23 05:50:30,2018-08-23 19:21:28,2018-08-23 00:43:53,2018-08-23 00
névoa,17,1018,100,1,90,DARK,2018-08-22 05:50:27,2018-08-22 19:21:32,2018-08-22 23:43:52,2018-08-22 23
névoa,17,1018,100,1,90,DARK,2018-08-22 05:50:25,2018-08-22 19:21:36,2018-08-22 22:43:52,2018-08-22 22
névoa,17,1018,100,0,90,DARK,2018-08-22 05:50:22,2018-08-22 19:21:40,2018-08-22 21:43:52,2018-08-22 21
névoa,17,1018,100,0,90,DARK,2018-08-22 05:50:20,2018-08-22 19:21:44,2018-08-22 20:43:52,2018-08-22 20
névoa,17,1016,100,2,75,DARK,2018-08-22 05:50:17,2018-08-22 19:21:47,2018-08-22 19:43:52,2018-08-22 19
névoa,18,1016,93,2,75,LIGHT,2018-08-22 05:50:15,2018-08-22 19:21:51,2018-08-22 18:43:52,2018-08-22 18
algumas nuvens,18,1016,93,2,75,LIGHT,2018-08-22 05:50:12,2018-08-22 19:21:55,2018-08-22 17:43:52,2018-08-22 17
algumas nuvens,19,1016,88,2,75,LIGHT,2018-08-22 05:50:09,2018-08-22 19:21:59,2018-08-22 16:43:52,2018-08-22 16
algumas nuvens,19,1016,88,3,75,LIGHT,2018-08-22 05:50:07,2018-08-22 19:22:03,2018-08-22 15:43:52,2018-08-22 15
algumas nuvens,21,1016,83,2,20,LIGHT,2018-08-22 05:50:04,2018-08-22 19:22:07,2018-08-22 14:43:56,2018-08-22 14
algumas nuvens,20,1016,88,3,20,LIGHT,2018-08-22 05:50:02,2018-08-22 19:22:11,2018-08-22 13:43:52,2018-08-22 13
algumas nuvens,21,1016,83,3,20,LIGHT,2018-08-22 05:49:59,2018-08-22 19:22:14,2018-08-22 12:43:52,2018-08-22 12
algumas nuvens,20,1016,88,3,20,LIGHT,2018-08-22 05:49:57,2018-08-22 19:22:18,2018-08-22 11:43:52,2018-08-22 11
algumas nuvens,19,1016,93,2,40,LIGHT,2018-08-22 05:49:54,2018-08-22 19:22:22,2018-08-22 10:43:52,2018-08-22 10
céu claro,24,999,68,1,0,LIGHT,2018-08-22 05:49:52,2018-08-22 19:22:26,2018-08-22 09:43:53,2018-08-22 09
névoa,17,1015,100,0,75,LIGHT,2018-08-22 05:49:49,2018-08-22 19:22:30,2018-08-22 08:43:52,2018-08-22 08
névoa,17,1015,100,1,90,LIGHT,2018-08-22 05:49:46,2018-08-22 19:22:34,2018-08-22 07:43:52,2018-08-22 07
névoa,17,1015,100,1,90,LIGHT,2018-08-22 05:49:44,2018-08-22 19:22:38,2018-08-22 06:43:52,2018-08-22 06
névoa,17,1014,100,0,90,DARK,2018-08-22 05:49:41,2018-08-22 19:22:41,2018-08-22 05:43:52,2018-08-22 05
névoa,17,1014,100,0,90,DARK,2018-08-22 05:49:39,2018-08-22 19:22:45,2018-08-22 04:43:52,2018-08-22 04
tempo nublado,17,1014,100,1,90,DARK,2018-08-22 05:49:36,2018-08-22 19:22:49,2018-08-22 03:43:53,2018-08-22 03
névoa,18,1014,100,1,90,DARK,2018-08-22 05:49:34,2018-08-22 19:22:53,2018-08-22 02:43:55,2018-08-22 02
névoa,18,1015,100,3,90,DARK,2018-08-22 05:49:31,2018-08-22 19:22:57,2018-08-22 01:43:52,2018-08-22 01
algumas nuvens,19,1015,93,4,75,DARK,2018-08-22 05:49:29,2018-08-22 19:23:01,2018-08-22 00:43:52,2018-08-22 00
céu claro,19,1014,93,2,0,DARK,2018-08-21 05:49:26,2018-08-21 19:23:04,2018-08-21 23:43:56,2018-08-21 23
céu claro,19,1014,93,1,0,DARK,2018-08-21 05:49:23,2018-08-21 19:23:08,2018-08-21 22:43:52,2018-08-21 22
céu claro,21,1014,77,1,0,DARK,2018-08-21 05:49:21,2018-08-21 19:23:12,2018-08-21 21:43:52,2018-08-21 21
céu claro,20,1014,82,0,0,DARK,2018-08-21 05:49:18,2018-08-21 19:23:16,2018-08-21 20:43:52,2018-08-21 20
céu claro,25,1013,61,1,0,DARK,2018-08-21 05:49:16,2018-08-21 19:23:20,2018-08-21 19:43:52,2018-08-21 19
céu claro,26,1013,44,2,0,LIGHT,2018-08-21 05:49:13,2018-08-21 19:23:24,2018-08-21 18:43:52,2018-08-21 18
céu claro,27,1013,42,3,0,LIGHT,2018-08-21 05:49:11,2018-08-21 19:23:27,2018-08-21 17:43:52,2018-08-21 17
céu claro,28,1013,39,3,0,LIGHT,2018-08-21 05:49:08,2018-08-21 19:23:31,2018-08-21 16:43:52,2018-08-21 16
céu claro,27,1013,47,2,0,LIGHT,2018-08-21 05:49:06,2018-08-21 19:23:35,2018-08-21 15:43:53,2018-08-21 15
céu claro,27,1014,54,2,0,LIGHT,2018-08-21 05:49:03,2018-08-21 19:23:39,2018-08-21 14:43:52,2018-08-21 14
céu claro,28,1014,48,2,0,LIGHT,2018-08-21 05:49:00,2018-08-21 19:23:43,2018-08-21 13:43:54,2018-08-21 13
céu claro,28,1014,51,2,0,LIGHT,2018-08-21 05:48:58,2018-08-21 19:23:47,2018-08-21 12:43:52,2018-08-21 12
céu claro,28,1015,39,3,0,LIGHT,2018-08-21 05:48:55,2018-08-21 19:23:50,2018-08-21 11:43:52,2018-08-21 11
céu claro,26,1015,57,2,0,LIGHT,2018-08-21 05:48:53,2018-08-21 19:23:54,2018-08-21 10:43:53,2018-08-21 10
céu claro,29,1015,30,2,0,LIGHT,2018-08-21 05:48:50,2018-08-21 19:23:58,2018-08-21 09:43:53,2018-08-21 09
céu claro,25,1014,47,1,0,LIGHT,2018-08-21 05:48:48,2018-08-21 19:24:02,2018-08-21 08:43:52,2018-08-21 08
céu claro,29,999,42,1,0,LIGHT,2018-08-21 05:48:45,2018-08-21 19:24:06,2018-08-21 07:43:52,2018-08-21 07
céu claro,17,998,73,1,0,LIGHT,2018-08-21 05:48:43,2018-08-21 19:24:09,2018-08-21 06:43:52,2018-08-21 06
céu claro,18,1014,77,2,0,DARK,2018-08-21 05:48:40,2018-08-21 19:24:13,2018-08-21 05:43:52,2018-08-21 05
céu claro,19,1014,72,1,0,DARK,2018-08-21 05:48:37,2018-08-21 19:24:17,2018-08-21 04:44:01,2018-08-21 04
céu claro,20,1014,68,1,0,DARK,2018-08-21 05:48:35,2018-08-21 19:24:21,2018-08-21 03:43:52,2018-08-21 03
céu claro,21,1014,64,1,0,DARK,2018-08-21 05:48:32,2018-08-21 19:24:25,2018-08-21 02:43:52,2018-08-21 02
céu claro,20,1014,72,0,0,DARK,2018-08-21 05:48:30,2018-08-21 19:24:28,2018-08-21 01:43:52,2018-08-21 01
céu claro,20,1014,77,0,0,DARK,2018-08-21 05:48:27,2018-08-21 19:24:32,2018-08-21 00:43:52,2018-08-21 00
céu claro,21,1014,73,0,0,DARK,2018-08-20 05:48:25,2018-08-20 19:24:36,2018-08-20 23:43:52,2018-08-20 23
céu claro,21,1014,73,0,0,DARK,2018-08-20 05:48:22,2018-08-20 19:24:40,2018-08-20 22:43:52,2018-08-20 22
céu claro,22,1014,68,0,0,DARK,2018-08-20 05:48:20,2018-08-20 19:24:44,2018-08-20 21:43:52,2018-08-20 21
céu claro,24,1014,60,2,0,DARK,2018-08-20 05:48:17,2018-08-20 19:24:47,2018-08-20 20:43:52,2018-08-20 20
céu claro,26,1014,54,2,0,DARK,2018-08-20 05:48:14,2018-08-20 19:24:51,2018-08-20 19:43:52,2018-08-20 19
céu claro,29,1014,37,2,0,LIGHT,2018-08-20 05:48:12,2018-08-20 19:24:55,2018-08-20 18:43:52,2018-08-20 18
céu claro,30,1014,33,3,0,LIGHT,2018-08-20 05:48:09,2018-08-20 19:24:59,2018-08-20 17:43:52,2018-08-20 17
céu claro,30,1015,35,2,0,LIGHT,2018-08-20 05:48:07,2018-08-20 19:25:03,2018-08-20 16:43:52,2018-08-20 16
céu claro,31,1015,33,3,0,LIGHT,2018-08-20 05:48:04,2018-08-20 19:25:06,2018-08-20 15:43:52,2018-08-20 15
céu claro,32,1016,31,3,0,LIGHT,2018-08-20 05:48:02,2018-08-20 19:25:10,2018-08-20 14:43:52,2018-08-20 14
céu claro,35,1016,23,2,0,LIGHT,2018-08-20 05:47:59,2018-08-20 19:25:14,2018-08-20 13:43:52,2018-08-20 13
céu claro,34,1016,23,4,0,LIGHT,2018-08-20 05:47:57,2018-08-20 19:25:18,2018-08-20 12:43:52,2018-08-20 12
céu claro,33,1017,24,5,0,LIGHT,2018-08-20 05:47:54,2018-08-20 19:25:22,2018-08-20 11:43:52,2018-08-20 11
céu claro,31,1017,25,5,0,LIGHT,2018-08-20 05:47:51,2018-08-20 19:25:25,2018-08-20 10:43:52,2018-08-20 10
céu claro,29,1017,28,4,0,LIGHT,2018-08-20 05:47:49,2018-08-20 19:25:29,2018-08-20 09:43:52,2018-08-20 09
céu claro,27,1017,30,5,0,LIGHT,2018-08-20 05:47:46,2018-08-20 19:25:33,2018-08-20 08:43:52,2018-08-20 08
céu claro,26,1016,29,4,0,LIGHT,2018-08-20 05:47:44,2018-08-20 19:25:37,2018-08-20 07:43:52,2018-08-20 07
céu claro,25,1016,36,4,0,LIGHT,2018-08-20 05:47:41,2018-08-20 19:25:40,2018-08-20 06:43:52,2018-08-20 06
céu claro,25,1016,36,3,0,DARK,2018-08-20 05:47:39,2018-08-20 19:25:44,2018-08-20 05:43:56,2018-08-20 05
céu claro,24,1016,36,3,0,DARK,2018-08-20 05:47:36,2018-08-20 19:25:48,2018-08-20 04:43:56,2018-08-20 04
céu claro,25,1016,31,3,0,DARK,2018-08-20 05:47:34,2018-08-20 19:25:52,2018-08-20 03:43:52,2018-08-20 03
céu claro,25,1016,29,3,0,DARK,2018-08-20 05:47:31,2018-08-20 19:25:55,2018-08-20 02:43:52,2018-08-20 02
céu claro,25,1016,29,4,0,DARK,2018-08-20 05:47:28,2018-08-20 19:25:59,2018-08-20 01:43:56,2018-08-20 01
céu claro,26,1016,27,3,0,DARK,2018-08-20 05:47:26,2018-08-20 19:26:03,2018-08-20 00:43:52,2018-08-20 00
céu claro,27,1016,28,3,0,DARK,2018-08-19 05:47:23,2018-08-19 19:26:07,2018-08-19 23:43:52,2018-08-19 23
céu claro,22,1016,60,2,0,DARK,2018-08-19 05:47:21,2018-08-19 19:26:11,2018-08-19 22:43:52,2018-08-19 22
céu claro,23,1016,60,1,0,DARK,2018-08-19 05:47:18,2018-08-19 19:26:14,2018-08-19 21:43:52,2018-08-19 21
céu claro,24,1016,53,2,0,DARK,2018-08-19 05:47:16,2018-08-19 19:26:18,2018-08-19 20:43:52,2018-08-19 20
céu claro,28,1016,34,3,0,DARK,2018-08-19 05:47:13,2018-08-19 19:26:22,2018-08-19 19:43:52,2018-08-19 19
