weather_description,temperature,atmospheric_pressure,humidity,wind_speed,cloudiness,current_luminosity,sunrise,sunset,creation_date,datetime
algumas nuvens,13,1023,62,7,40,LIGHT,2019-01-27 07:49:56,2019-01-27 17:43:36,2019-01-27 15:04:58,2019-01-27 15
algumas nuvens,13,1023,62,5,75,LIGHT,2019-01-27 07:49:58,2019-01-27 17:43:32,2019-01-27 14:04:58,2019-01-27 14
algumas nuvens,12,1024,71,6,40,LIGHT,2019-01-27 07:50:00,2019-01-27 17:43:29,2019-01-27 13:04:58,2019-01-27 13
algumas nuvens,12,1024,66,4,40,LIGHT,2019-01-27 07:50:02,2019-01-27 17:43:26,2019-01-27 12:04:58,2019-01-27 12
algumas nuvens,12,1023,66,5,40,LIGHT,2019-01-27 07:50:04,2019-01-27 17:43:23,2019-01-27 11:04:58,2019-01-27 11
algumas nuvens,10,1022,81,3,20,LIGHT,2019-01-27 07:50:06,2019-01-27 17:43:20,2019-01-27 10:04:58,2019-01-27 10
algumas nuvens,8,1021,87,3,20,LIGHT,2019-01-27 07:50:08,2019-01-27 17:43:17,2019-01-27 09:04:59,2019-01-27 09
algumas nuvens,10,1021,81,4,75,LOW_LIGHT,2019-01-27 07:50:11,2019-01-27 17:43:14,2019-01-27 08:04:58,2019-01-27 08
algumas nuvens,9,1020,87,3,20,DARK,2019-01-27 07:50:13,2019-01-27 17:43:10,2019-01-27 07:04:58,2019-01-27 07
algumas nuvens,9,1020,100,2,40,DARK,2019-01-27 07:50:15,2019-01-27 17:43:07,2019-01-27 06:04:59,2019-01-27 06
algumas nuvens,10,1020,93,3,75,DARK,2019-01-27 07:50:17,2019-01-27 17:43:04,2019-01-27 05:04:59,2019-01-27 05
tempo nublado,10,1020,100,4,90,DARK,2019-01-27 07:50:19,2019-01-27 17:43:01,2019-01-27 04:04:58,2019-01-27 04
chuva fraca,10,1020,100,1,90,DARK,2019-01-27 07:50:21,2019-01-27 17:42:58,2019-01-27 03:04:58,2019-01-27 03
algumas nuvens,10,1020,93,0,75,DARK,2019-01-27 07:50:23,2019-01-27 17:42:55,2019-01-27 02:04:58,2019-01-27 02
tempo nublado,10,1021,93,1,90,DARK,2019-01-27 07:50:25,2019-01-27 17:42:52,2019-01-27 01:04:58,2019-01-27 01
tempo nublado,11,1021,87,4,90,DARK,2019-01-27 07:50:27,2019-01-27 17:42:48,2019-01-27 00:04:58,2019-01-27 00
algumas nuvens,11,1021,87,5,75,DARK,2019-01-26 07:50:30,2019-01-26 17:42:45,2019-01-26 23:04:58,2019-01-26 23
algumas nuvens,11,1020,87,5,75,DARK,2019-01-26 07:50:32,2019-01-26 17:42:42,2019-01-26 22:04:58,2019-01-26 22
algumas nuvens,11,1020,87,3,20,DARK,2019-01-26 07:50:34,2019-01-26 17:42:39,2019-01-26 21:04:58,2019-01-26 21
algumas nuvens,9,1020,93,3,20,DARK,2019-01-26 07:50:36,2019-01-26 17:42:36,2019-01-26 20:04:58,2019-01-26 20
céu claro,10,1019,87,1,0,DARK,2019-01-26 07:50:38,2019-01-26 17:42:33,2019-01-26 19:04:58,2019-01-26 19
céu claro,11,1019,81,2,0,DARK,2019-01-26 07:50:40,2019-01-26 17:42:30,2019-01-26 18:04:58,2019-01-26 18
céu claro,12,1020,81,4,0,LIGHT,2019-01-26 07:50:42,2019-01-26 17:42:26,2019-01-26 17:04:58,2019-01-26 17
céu claro,13,1020,76,3,0,LIGHT,2019-01-26 07:50:44,2019-01-26 17:42:23,2019-01-26 16:04:58,2019-01-26 16
céu claro,14,1020,67,2,0,LIGHT,2019-01-26 07:50:46,2019-01-26 17:42:20,2019-01-26 15:04:58,2019-01-26 15
céu claro,14,1020,67,3,0,LIGHT,2019-01-26 07:50:48,2019-01-26 17:42:17,2019-01-26 14:04:58,2019-01-26 14
céu claro,15,1021,58,3,0,LIGHT,2019-01-26 07:50:50,2019-01-26 17:42:14,2019-01-26 13:04:59,2019-01-26 13
céu claro,14,1022,62,2,0,LIGHT,2019-01-26 07:50:52,2019-01-26 17:42:11,2019-01-26 12:04:58,2019-01-26 12
céu claro,10,1021,87,2,0,LIGHT,2019-01-26 07:50:54,2019-01-26 17:42:08,2019-01-26 11:04:59,2019-01-26 11
céu claro,7,1022,93,1,0,LIGHT,2019-01-26 07:50:57,2019-01-26 17:42:05,2019-01-26 10:04:58,2019-01-26 10
céu claro,8,1021,81,2,0,LIGHT,2019-01-26 07:50:59,2019-01-26 17:42:01,2019-01-26 09:04:58,2019-01-26 09
céu claro,8,1020,87,4,0,LOW_LIGHT,2019-01-26 07:51:01,2019-01-26 17:41:58,2019-01-26 08:04:58,2019-01-26 08
céu claro,5,1020,100,1,0,DARK,2019-01-26 07:51:03,2019-01-26 17:41:55,2019-01-26 07:04:58,2019-01-26 07
céu claro,5,1020,100,1,0,DARK,2019-01-26 07:51:05,2019-01-26 17:41:52,2019-01-26 06:04:58,2019-01-26 06
céu claro,6,1020,93,0,0,DARK,2019-01-26 07:51:07,2019-01-26 17:41:49,2019-01-26 05:04:59,2019-01-26 05
céu claro,6,1020,93,2,0,DARK,2019-01-26 07:51:09,2019-01-26 17:41:46,2019-01-26 04:04:58,2019-01-26 04
céu claro,8,1020,93,2,0,DARK,2019-01-26 07:51:11,2019-01-26 17:41:43,2019-01-26 03:04:58,2019-01-26 03
céu claro,8,1020,100,2,0,DARK,2019-01-26 07:51:13,2019-01-26 17:41:39,2019-01-26 02:04:58,2019-01-26 02
céu claro,10,1020,87,1,0,DARK,2019-01-26 07:51:15,2019-01-26 17:41:36,2019-01-26 01:04:58,2019-01-26 01
céu claro,9,1020,100,2,8,DARK,2019-01-26 07:51:17,2019-01-26 17:41:33,2019-01-26 00:04:58,2019-01-26 00
céu claro,8,1020,100,0,8,DARK,2019-01-25 07:51:19,2019-01-25 17:41:30,2019-01-25 23:04:58,2019-01-25 23
céu claro,9,1020,100,1,0,DARK,2019-01-25 07:51:21,2019-01-25 17:41:27,2019-01-25 22:04:58,2019-01-25 22
céu claro,9,1020,93,1,0,DARK,2019-01-25 07:51:23,2019-01-25 17:41:24,2019-01-25 21:04:58,2019-01-25 21
céu claro,11,1020,93,0,0,DARK,2019-01-25 07:51:25,2019-01-25 17:41:21,2019-01-25 20:04:58,2019-01-25 20
céu claro,11,1020,87,2,0,DARK,2019-01-25 07:51:27,2019-01-25 17:41:18,2019-01-25 19:04:58,2019-01-25 19
céu claro,15,1020,72,1,0,DARK,2019-01-25 07:51:29,2019-01-25 17:41:14,2019-01-25 18:04:58,2019-01-25 18
céu claro,15,1020,72,3,0,LIGHT,2019-01-25 07:51:31,2019-01-25 17:41:11,2019-01-25 17:04:58,2019-01-25 17
céu claro,16,1020,72,2,0,LIGHT,2019-01-25 07:51:33,2019-01-25 17:41:08,2019-01-25 16:04:58,2019-01-25 16
céu claro,17,1020,59,3,0,LIGHT,2019-01-25 07:51:35,2019-01-25 17:41:05,2019-01-25 15:04:58,2019-01-25 15
céu claro,15,1020,67,3,0,LIGHT,2019-01-25 07:51:37,2019-01-25 17:41:02,2019-01-25 14:04:58,2019-01-25 14
céu claro,14,1021,67,2,0,LIGHT,2019-01-25 07:51:39,2019-01-25 17:40:59,2019-01-25 13:04:58,2019-01-25 13
céu claro,13,1021,66,3,0,LIGHT,2019-01-25 07:51:41,2019-01-25 17:40:56,2019-01-25 12:04:58,2019-01-25 12
céu claro,11,1021,81,3,0,LIGHT,2019-01-25 07:51:43,2019-01-25 17:40:53,2019-01-25 11:05:01,2019-01-25 11
céu claro,9,1021,93,1,0,LIGHT,2019-01-25 07:51:45,2019-01-25 17:40:49,2019-01-25 10:04:58,2019-01-25 10
céu claro,5,1020,100,2,0,LIGHT,2019-01-25 07:51:47,2019-01-25 17:40:46,2019-01-25 09:04:58,2019-01-25 09
céu claro,5,1020,100,0,0,LOW_LIGHT,2019-01-25 07:51:49,2019-01-25 17:40:43,2019-01-25 08:04:58,2019-01-25 08
céu claro,5,1020,100,1,0,DARK,2019-01-25 07:51:51,2019-01-25 17:40:40,2019-01-25 07:04:58,2019-01-25 07
céu claro,8,1019,93,2,0,DARK,2019-01-25 07:51:53,2019-01-25 17:40:37,2019-01-25 06:04:58,2019-01-25 06
céu claro,8,1019,93,3,0,DARK,2019-01-25 07:51:55,2019-01-25 17:40:34,2019-01-25 05:04:58,2019-01-25 05
céu claro,9,1020,93,2,0,DARK,2019-01-25 07:51:57,2019-01-25 17:40:31,2019-01-25 04:05:02,2019-01-25 04
céu claro,7,1020,100,3,0,DARK,2019-01-25 07:51:58,2019-01-25 17:40:28,2019-01-25 03:04:58,2019-01-25 03
céu claro,8,1021,100,0,0,DARK,2019-01-25 07:52:00,2019-01-25 17:40:25,2019-01-25 02:04:58,2019-01-25 02
céu claro,9,1021,93,1,0,DARK,2019-01-25 07:52:02,2019-01-25 17:40:21,2019-01-25 01:04:58,2019-01-25 01
céu claro,9,1020,100,3,0,DARK,2019-01-25 07:52:04,2019-01-25 17:40:18,2019-01-25 00:04:58,2019-01-25 00
céu claro,9,1020,93,3,0,DARK,2019-01-24 07:52:06,2019-01-24 17:40:15,2019-01-24 23:04:58,2019-01-24 23
céu claro,11,1020,87,1,0,DARK,2019-01-24 07:52:08,2019-01-24 17:40:12,2019-01-24 22:04:58,2019-01-24 22
céu claro,12,1020,93,4,0,DARK,2019-01-24 07:52:10,2019-01-24 17:40:09,2019-01-24 21:04:58,2019-01-24 21
céu claro,13,1019,87,4,0,DARK,2019-01-24 07:52:12,2019-01-24 17:40:06,2019-01-24 20:05:02,2019-01-24 20
algumas nuvens,13,1018,93,4,20,DARK,2019-01-24 07:52:14,2019-01-24 17:40:03,2019-01-24 19:04:58,2019-01-24 19
algumas nuvens,14,1018,82,5,20,DARK,2019-01-24 07:52:16,2019-01-24 17:40:00,2019-01-24 18:04:58,2019-01-24 18
algumas nuvens,15,1018,82,2,20,LIGHT,2019-01-24 07:52:18,2019-01-24 17:39:57,2019-01-24 17:04:58,2019-01-24 17
algumas nuvens,15,1017,82,5,20,LIGHT,2019-01-24 07:52:20,2019-01-24 17:39:53,2019-01-24 16:04:58,2019-01-24 16
algumas nuvens,15,1017,82,5,40,LIGHT,2019-01-24 07:52:22,2019-01-24 17:39:50,2019-01-24 15:04:58,2019-01-24 15
algumas nuvens,15,1018,82,5,75,LIGHT,2019-01-24 07:52:23,2019-01-24 17:39:47,2019-01-24 14:04:58,2019-01-24 14
algumas nuvens,15,1018,77,5,75,LIGHT,2019-01-24 07:52:25,2019-01-24 17:39:44,2019-01-24 13:04:58,2019-01-24 13
algumas nuvens,14,1019,87,6,40,LIGHT,2019-01-24 07:52:27,2019-01-24 17:39:41,2019-01-24 12:05:02,2019-01-24 12
algumas nuvens,14,1018,87,5,20,LIGHT,2019-01-24 07:52:29,2019-01-24 17:39:38,2019-01-24 11:04:58,2019-01-24 11
algumas nuvens,13,1018,93,6,40,LIGHT,2019-01-24 07:52:31,2019-01-24 17:39:35,2019-01-24 10:04:58,2019-01-24 10
algumas nuvens,13,1018,93,5,75,LIGHT,2019-01-24 07:52:33,2019-01-24 17:39:32,2019-01-24 09:04:58,2019-01-24 09
algumas nuvens,13,1018,93,7,75,LOW_LIGHT,2019-01-24 07:52:35,2019-01-24 17:39:29,2019-01-24 08:04:58,2019-01-24 08
algumas nuvens,13,1017,93,8,75,DARK,2019-01-24 07:52:37,2019-01-24 17:39:25,2019-01-24 07:04:58,2019-01-24 07
algumas nuvens,13,1017,93,7,75,DARK,2019-01-24 07:52:39,2019-01-24 17:39:22,2019-01-24 06:04:58,2019-01-24 06
chuva fraca,13,1018,100,6,75,DARK,2019-01-24 07:52:40,2019-01-24 17:39:19,2019-01-24 05:04:59,2019-01-24 05
tempo nublado,13,1018,93,5,90,DARK,2019-01-24 07:52:42,2019-01-24 17:39:16,2019-01-24 04:04:58,2019-01-24 04
algumas nuvens,12,1018,100,5,75,DARK,2019-01-24 07:52:44,2019-01-24 17:39:13,2019-01-24 03:04:58,2019-01-24 03
chuva moderada,13,1018,93,5,75,DARK,2019-01-24 07:52:46,2019-01-24 17:39:10,2019-01-24 02:04:58,2019-01-24 02
algumas nuvens,13,1019,93,6,75,DARK,2019-01-24 07:52:48,2019-01-24 17:39:07,2019-01-24 01:04:58,2019-01-24 01
algumas nuvens,13,1018,93,6,75,DARK,2019-01-24 07:52:50,2019-01-24 17:39:04,2019-01-24 00:04:58,2019-01-24 00
algumas nuvens,13,1018,93,6,75,DARK,2019-01-23 07:52:52,2019-01-23 17:39:01,2019-01-23 23:04:58,2019-01-23 23
algumas nuvens,13,1018,93,8,75,DARK,2019-01-23 07:52:53,2019-01-23 17:38:58,2019-01-23 22:04:58,2019-01-23 22
algumas nuvens,13,1018,93,6,75,DARK,2019-01-23 07:52:55,2019-01-23 17:38:54,2019-01-23 21:04:58,2019-01-23 21
chuva moderada,13,1018,93,5,75,DARK,2019-01-23 07:52:57,2019-01-23 17:38:51,2019-01-23 20:04:59,2019-01-23 20
algumas nuvens,13,1017,93,7,75,DARK,2019-01-23 07:52:59,2019-01-23 17:38:48,2019-01-23 19:04:58,2019-01-23 19
chuva moderada,13,1017,93,7,75,DARK,2019-01-23 07:53:01,2019-01-23 17:38:45,2019-01-23 18:04:58,2019-01-23 18
algumas nuvens,13,1017,93,7,75,LIGHT,2019-01-23 07:53:03,2019-01-23 17:38:42,2019-01-23 17:04:58,2019-01-23 17
chuva moderada,13,1017,93,9,75,LIGHT,2019-01-23 07:53:04,2019-01-23 17:38:39,2019-01-23 16:04:58,2019-01-23 16
algumas nuvens,13,1017,93,9,75,LIGHT,2019-01-23 07:53:06,2019-01-23 17:38:36,2019-01-23 15:04:58,2019-01-23 15
chuva moderada,13,1017,93,8,75,LIGHT,2019-01-23 07:53:08,2019-01-23 17:38:33,2019-01-23 14:04:58,2019-01-23 14
chuva moderada,13,1018,93,8,75,LIGHT,2019-01-23 07:53:10,2019-01-23 17:38:30,2019-01-23 13:04:58,2019-01-23 13
algumas nuvens,13,1018,93,10,75,LIGHT,2019-01-23 07:53:12,2019-01-23 17:38:27,2019-01-23 12:04:58,2019-01-23 12
algumas nuvens,13,1018,93,8,75,LIGHT,2019-01-23 07:53:14,2019-01-23 17:38:24,2019-01-23 11:04:58,2019-01-23 11
algumas nuvens,13,1018,87,9,75,LIGHT,2019-01-23 07:53:15,2019-01-23 17:38:20,2019-01-23 10:04:59,2019-01-23 10
algumas nuvens,12,1018,87,10,75,LIGHT,2019-01-23 07:53:17,2019-01-23 17:38:17,2019-01-23 09:04:58,2019-01-23 09
algumas nuvens,12,1017,93,7,75,LOW_LIGHT,2019-01-23 07:53:19,2019-01-23 17:38:14,2019-01-23 08:04:58,2019-01-23 08
algumas nuvens,13,1017,82,8,75,DARK,2019-01-23 07:53:21,2019-01-23 17:38:11,2019-01-23 07:05:11,2019-01-23 07
algumas nuvens,13,1017,76,8,75,DARK,2019-01-23 07:53:23,2019-01-23 17:38:08,2019-01-23 06:04:58,2019-01-23 06
tempo nublado,11,1018,93,9,90,DARK,2019-01-23 07:53:24,2019-01-23 17:38:05,2019-01-23 05:04:58,2019-01-23 05
algumas nuvens,12,1018,76,9,75,DARK,2019-01-23 07:53:26,2019-01-23 17:38:02,2019-01-23 04:04:58,2019-01-23 04
algumas nuvens,12,1018,87,7,75,DARK,2019-01-23 07:53:28,2019-01-23 17:37:59,2019-01-23 03:04:58,2019-01-23 03
chuva moderada,11,1018,93,6,90,DARK,2019-01-23 07:53:30,2019-01-23 17:37:56,2019-01-23 02:04:58,2019-01-23 02
chuva moderada,12,1019,87,6,75,DARK,2019-01-23 07:53:31,2019-01-23 17:37:53,2019-01-23 01:04:58,2019-01-23 01
tempo nublado,11,1019,93,7,90,DARK,2019-01-23 07:53:33,2019-01-23 17:37:50,2019-01-23 00:04:58,2019-01-23 00
algumas nuvens,11,1020,87,5,75,DARK,2019-01-22 07:53:35,2019-01-22 17:37:47,2019-01-22 23:04:58,2019-01-22 23
algumas nuvens,11,1020,87,6,75,DARK,2019-01-22 07:53:37,2019-01-22 17:37:43,2019-01-22 22:04:58,2019-01-22 22
chuva fraca,11,1020,81,4,75,DARK,2019-01-22 07:53:39,2019-01-22 17:37:40,2019-01-22 21:04:58,2019-01-22 21
algumas nuvens,11,1020,87,6,75,DARK,2019-01-22 07:53:40,2019-01-22 17:37:37,2019-01-22 20:04:59,2019-01-22 20
algumas nuvens,11,1020,81,4,75,DARK,2019-01-22 07:53:42,2019-01-22 17:37:34,2019-01-22 19:04:58,2019-01-22 19
algumas nuvens,11,1020,76,7,40,DARK,2019-01-22 07:53:44,2019-01-22 17:37:31,2019-01-22 18:04:58,2019-01-22 18
algumas nuvens,12,1019,76,7,40,LIGHT,2019-01-22 07:53:46,2019-01-22 17:37:28,2019-01-22 17:04:58,2019-01-22 17
algumas nuvens,12,1019,76,7,40,LIGHT,2019-01-22 07:53:47,2019-01-22 17:37:25,2019-01-22 16:04:59,2019-01-22 16
algumas nuvens,12,1019,87,9,75,LIGHT,2019-01-22 07:53:49,2019-01-22 17:37:22,2019-01-22 15:05:00,2019-01-22 15
algumas nuvens,12,1020,100,5,75,LIGHT,2019-01-22 07:53:51,2019-01-22 17:37:19,2019-01-22 14:04:58,2019-01-22 14
chuva fraca,12,1021,93,3,75,LIGHT,2019-01-22 07:53:52,2019-01-22 17:37:16,2019-01-22 13:04:58,2019-01-22 13
chuva fraca,11,1023,93,2,75,LIGHT,2019-01-22 07:53:54,2019-01-22 17:37:13,2019-01-22 12:04:58,2019-01-22 12
algumas nuvens,11,1023,93,3,75,LIGHT,2019-01-22 07:53:56,2019-01-22 17:37:10,2019-01-22 11:04:58,2019-01-22 11
algumas nuvens,10,1023,93,1,75,LIGHT,2019-01-22 07:53:58,2019-01-22 17:37:07,2019-01-22 10:04:59,2019-01-22 10
algumas nuvens,9,1023,93,3,75,LIGHT,2019-01-22 07:53:59,2019-01-22 17:37:04,2019-01-22 09:04:58,2019-01-22 09
chuva moderada,8,1023,93,2,75,LOW_LIGHT,2019-01-22 07:54:01,2019-01-22 17:37:00,2019-01-22 08:04:58,2019-01-22 08
algumas nuvens,7,1023,93,2,75,DARK,2019-01-22 07:54:03,2019-01-22 17:36:57,2019-01-22 07:04:58,2019-01-22 07
algumas nuvens,7,1023,93,1,75,DARK,2019-01-22 07:54:04,2019-01-22 17:36:54,2019-01-22 06:04:58,2019-01-22 06
algumas nuvens,7,1023,93,0,75,DARK,2019-01-22 07:54:06,2019-01-22 17:36:51,2019-01-22 05:04:58,2019-01-22 05
algumas nuvens,7,1023,93,1,75,DARK,2019-01-22 07:54:08,2019-01-22 17:36:48,2019-01-22 04:04:59,2019-01-22 04
chuva fraca,7,1024,93,0,75,DARK,2019-01-22 07:54:10,2019-01-22 17:36:45,2019-01-22 03:04:58,2019-01-22 03
algumas nuvens,6,1024,93,1,40,DARK,2019-01-22 07:54:11,2019-01-22 17:36:42,2019-01-22 02:04:58,2019-01-22 02
algumas nuvens,6,1025,100,1,40,DARK,2019-01-22 07:54:13,2019-01-22 17:36:39,2019-01-22 01:04:59,2019-01-22 01
céu claro,6,1025,93,1,0,DARK,2019-01-22 07:54:15,2019-01-22 17:36:36,2019-01-22 00:04:58,2019-01-22 00
céu claro,6,1025,93,1,0,DARK,2019-01-21 07:54:16,2019-01-21 17:36:33,2019-01-21 23:04:58,2019-01-21 23
céu claro,8,1024,87,2,0,DARK,2019-01-21 07:54:18,2019-01-21 17:36:30,2019-01-21 22:04:58,2019-01-21 22
céu claro,8,1025,87,3,0,DARK,2019-01-21 07:54:20,2019-01-21 17:36:27,2019-01-21 21:04:58,2019-01-21 21
céu claro,9,1025,81,3,0,DARK,2019-01-21 07:54:21,2019-01-21 17:36:24,2019-01-21 20:04:58,2019-01-21 20
céu claro,10,1024,81,3,0,DARK,2019-01-21 07:54:23,2019-01-21 17:36:21,2019-01-21 19:04:58,2019-01-21 19
céu claro,11,1024,76,4,0,DARK,2019-01-21 07:54:25,2019-01-21 17:36:18,2019-01-21 18:04:58,2019-01-21 18
céu claro,12,1024,71,4,0,LIGHT,2019-01-21 07:54:26,2019-01-21 17:36:15,2019-01-21 17:04:58,2019-01-21 17
algumas nuvens,13,1024,66,5,20,LIGHT,2019-01-21 07:54:28,2019-01-21 17:36:12,2019-01-21 16:04:58,2019-01-21 16
algumas nuvens,14,1024,54,3,20,LIGHT,2019-01-21 07:54:30,2019-01-21 17:36:08,2019-01-21 15:05:05,2019-01-21 15
céu claro,13,1025,58,4,0,LIGHT,2019-01-21 07:54:31,2019-01-21 17:36:05,2019-01-21 14:05:00,2019-01-21 14
céu claro,12,1025,66,3,0,LIGHT,2019-01-21 07:54:33,2019-01-21 17:36:02,2019-01-21 13:05:00,2019-01-21 13
céu claro,11,1026,71,4,0,LIGHT,2019-01-21 07:54:35,2019-01-21 17:35:59,2019-01-21 12:04:59,2019-01-21 12
céu claro,9,1026,81,4,0,LIGHT,2019-01-21 07:54:36,2019-01-21 17:35:56,2019-01-21 11:04:58,2019-01-21 11
céu claro,6,1025,100,2,0,LIGHT,2019-01-21 07:54:38,2019-01-21 17:35:53,2019-01-21 10:04:58,2019-01-21 10
céu claro,3,1025,100,2,0,LIGHT,2019-01-21 07:54:40,2019-01-21 17:35:50,2019-01-21 09:04:58,2019-01-21 09
céu claro,5,1024,93,1,0,LOW_LIGHT,2019-01-21 07:54:41,2019-01-21 17:35:47,2019-01-21 08:04:58,2019-01-21 08
céu claro,6,1024,87,3,0,DARK,2019-01-21 07:54:43,2019-01-21 17:35:44,2019-01-21 07:04:59,2019-01-21 07
céu claro,5,1024,100,2,0,DARK,2019-01-21 07:54:44,2019-01-21 17:35:41,2019-01-21 06:04:59,2019-01-21 06
céu claro,6,1024,93,4,0,DARK,2019-01-21 07:54:46,2019-01-21 17:35:38,2019-01-21 05:04:58,2019-01-21 05
céu claro,5,1024,93,2,0,DARK,2019-01-21 07:54:48,2019-01-21 17:35:35,2019-01-21 04:04:59,2019-01-21 04
céu claro,6,1024,93,1,0,DARK,2019-01-21 07:54:49,2019-01-21 17:35:32,2019-01-21 03:04:58,2019-01-21 03
céu claro,6,1024,93,2,0,DARK,2019-01-21 07:54:51,2019-01-21 17:35:29,2019-01-21 02:04:58,2019-01-21 02
céu claro,6,1024,93,2,0,DARK,2019-01-21 07:54:52,2019-01-21 17:35:26,2019-01-21 01:04:58,2019-01-21 01
céu claro,7,1024,87,3,0,DARK,2019-01-21 07:54:54,2019-01-21 17:35:23,2019-01-21 00:04:58,2019-01-21 00
céu claro,7,1023,87,3,0,DARK,2019-01-20 07:54:56,2019-01-20 17:35:20,2019-01-20 23:04:58,2019-01-20 23
céu claro,8,1023,87,3,0,DARK,2019-01-20 07:54:57,2019-01-20 17:35:17,2019-01-20 22:04:58,2019-01-20 22
céu claro,8,1023,87,2,0,DARK,2019-01-20 07:54:59,2019-01-20 17:35:14,2019-01-20 21:04:58,2019-01-20 21
algumas nuvens,10,1022,81,3,20,DARK,2019-01-20 07:55:00,2019-01-20 17:35:11,2019-01-20 20:05:01,2019-01-20 20
algumas nuvens,10,1021,87,4,20,DARK,2019-01-20 07:55:02,2019-01-20 17:35:08,2019-01-20 19:05:04,2019-01-20 19
algumas nuvens,10,1021,87,3,20,DARK,2019-01-20 07:55:04,2019-01-20 17:35:05,2019-01-20 18:04:59,2019-01-20 18
chuva moderada,13,1021,76,7,40,LIGHT,2019-01-20 07:55:05,2019-01-20 17:35:02,2019-01-20 17:04:58,2019-01-20 17
algumas nuvens,13,1020,76,8,75,LIGHT,2019-01-20 07:55:07,2019-01-20 17:34:59,2019-01-20 16:04:58,2019-01-20 16
algumas nuvens,13,1020,71,6,75,LIGHT,2019-01-20 07:55:08,2019-01-20 17:34:56,2019-01-20 15:04:58,2019-01-20 15
algumas nuvens,13,1020,71,4,40,LIGHT,2019-01-20 07:55:10,2019-01-20 17:34:52,2019-01-20 14:04:59,2019-01-20 14
algumas nuvens,13,1021,66,5,40,LIGHT,2019-01-20 07:55:11,2019-01-20 17:34:49,2019-01-20 13:04:58,2019-01-20 13
algumas nuvens,12,1021,71,5,20,LIGHT,2019-01-20 07:55:13,2019-01-20 17:34:46,2019-01-20 12:04:58,2019-01-20 12
algumas nuvens,11,1021,76,4,20,LIGHT,2019-01-20 07:55:15,2019-01-20 17:34:43,2019-01-20 11:04:58,2019-01-20 11
algumas nuvens,9,1020,81,3,20,LIGHT,2019-01-20 07:55:16,2019-01-20 17:34:40,2019-01-20 10:04:58,2019-01-20 10
algumas nuvens,7,1019,87,2,20,LIGHT,2019-01-20 07:55:18,2019-01-20 17:34:37,2019-01-20 09:04:58,2019-01-20 09
algumas nuvens,6,1018,93,3,20,LOW_LIGHT,2019-01-20 07:55:19,2019-01-20 17:34:34,2019-01-20 08:04:59,2019-01-20 08
algumas nuvens,9,1017,81,5,20,DARK,2019-01-20 07:55:21,2019-01-20 17:34:31,2019-01-20 07:04:58,2019-01-20 07
algumas nuvens,9,1017,81,4,40,DARK,2019-01-20 07:55:22,2019-01-20 17:34:28,2019-01-20 06:04:58,2019-01-20 06
algumas nuvens,9,1016,87,4,40,DARK,2019-01-20 07:55:24,2019-01-20 17:34:25,2019-01-20 05:04:59,2019-01-20 05
algumas nuvens,10,1016,81,4,40,DARK,2019-01-20 07:55:25,2019-01-20 17:34:22,2019-01-20 04:05:03,2019-01-20 04
algumas nuvens,11,1015,76,5,40,DARK,2019-01-20 07:55:27,2019-01-20 17:34:19,2019-01-20 03:04:58,2019-01-20 03
algumas nuvens,11,1014,76,6,40,DARK,2019-01-20 07:55:28,2019-01-20 17:34:16,2019-01-20 02:04:59,2019-01-20 02
algumas nuvens,11,1013,81,7,40,DARK,2019-01-20 07:55:30,2019-01-20 17:34:13,2019-01-20 01:04:58,2019-01-20 01
algumas nuvens,12,1010,87,6,40,DARK,2019-01-19 07:55:33,2019-01-19 17:34:07,2019-01-19 23:04:58,2019-01-19 23
algumas nuvens,12,1009,100,5,75,DARK,2019-01-19 07:55:34,2019-01-19 17:34:04,2019-01-19 22:05:02,2019-01-19 22
tempo nublado,13,1009,93,3,90,DARK,2019-01-19 07:55:36,2019-01-19 17:34:01,2019-01-19 21:05:02,2019-01-19 21
tempo nublado,13,1009,100,3,90,DARK,2019-01-19 07:55:37,2019-01-19 17:33:58,2019-01-19 20:05:03,2019-01-19 20
névoa,13,1008,100,4,90,DARK,2019-01-19 07:55:39,2019-01-19 17:33:55,2019-01-19 19:04:58,2019-01-19 19
névoa,13,1008,100,3,90,DARK,2019-01-19 07:55:40,2019-01-19 17:33:52,2019-01-19 18:04:58,2019-01-19 18
névoa,13,1008,100,3,75,LOW_LIGHT,2019-01-19 07:55:42,2019-01-19 17:33:49,2019-01-19 17:04:59,2019-01-19 17
algumas nuvens,14,1009,93,4,75,LIGHT,2019-01-19 07:55:43,2019-01-19 17:33:46,2019-01-19 16:05:03,2019-01-19 16
tempo nublado,14,1009,93,4,90,LIGHT,2019-01-19 07:55:45,2019-01-19 17:33:43,2019-01-19 15:04:59,2019-01-19 15
algumas nuvens,13,1010,100,5,75,LIGHT,2019-01-19 07:55:46,2019-01-19 17:33:40,2019-01-19 14:05:00,2019-01-19 14
chuva fraca,13,1011,100,3,90,LIGHT,2019-01-19 07:55:48,2019-01-19 17:33:37,2019-01-19 13:04:59,2019-01-19 13
chuva fraca,12,1013,100,4,90,LIGHT,2019-01-19 07:55:49,2019-01-19 17:33:34,2019-01-19 12:04:59,2019-01-19 12
chuva fraca,10,1014,100,7,90,LIGHT,2019-01-19 07:55:51,2019-01-19 17:33:31,2019-01-19 11:04:59,2019-01-19 11
chuva fraca,9,1014,100,6,90,LIGHT,2019-01-19 07:55:52,2019-01-19 17:33:28,2019-01-19 10:04:59,2019-01-19 10
